filename	acq_time	operator	randstr	MotionExclusion	MeanFD	RepeatSubjectExclusion	OtherExclusion	OtherExclusionReason
anat/sub-SAXANA1003_T1w.nii.gz	2022-07-22T15:53:36	freddy	65edaee6	FALSE	n/a	FALSE	FALSE	n/a
func/sub-SAXANA1003_task-EXP_run-001_bold.nii.gz	2022-07-22T16:01:45	freddy	823b8bc2	FALSE	0.14976173153846200	FALSE	FALSE	n/a
func/sub-SAXANA1003_task-EXP_run-002_bold.nii.gz	2022-07-22T16:10:29	freddy	04fb4b72	FALSE	0.14781047181081200	FALSE	FALSE	n/a
func/sub-SAXANA1003_task-LOC_run-001_bold.nii.gz	2022-07-22T16:19:31	freddy	374d3d49	FALSE	0.1473857838152870	FALSE	FALSE	n/a
func/sub-SAXANA1003_task-EXP_run-003_bold.nii.gz	2022-07-22T16:25:31	freddy	5c2929b3	FALSE	0.12511915543760700	FALSE	FALSE	n/a
func/sub-SAXANA1003_task-EXP_run-004_bold.nii.gz	2022-07-22T16:35:32	freddy	247d71a2	FALSE	0.13359125525641000	FALSE	FALSE	n/a
func/sub-SAXANA1003_task-LOC_run-002_bold.nii.gz	2022-07-22T16:45:36	freddy	49e3dfc0	FALSE	0.15494669878980900	FALSE	FALSE	n/a
func/sub-SAXANA1003_task-EXP_run-005_bold.nii.gz	2022-07-22T16:52:01	freddy	fc1ab937	FALSE	0.14880796067521400	FALSE	FALSE	n/a
func/sub-SAXANA1003_task-EXP_run-006_bold.nii.gz	2022-07-22T17:01:16	freddy	40b8f995	FALSE	0.14023046001282000	FALSE	FALSE	n/a
func/sub-SAXANA1003_task-LOC_run-003_bold.nii.gz	2022-07-22T17:09:50	freddy	bce29a04	FALSE	0.14420941002929900	FALSE	FALSE	n/a
func/sub-SAXANA1003_task-EXP_run-007_bold.nii.gz	2022-07-22T17:15:56	freddy	fe9602ec	FALSE	0.14703648422948700	FALSE	FALSE	n/a
func/sub-SAXANA1003_task-EXP_run-008_bold.nii.gz	2022-07-22T17:24:20	freddy	0c0195e0	FALSE	0.1648974360679490	FALSE	FALSE	n/a
